"","mirnaID","accession","species","maturemirna"
"25872","hsa-miR-6835-3p","MIMAT0027571","Homo sapiens","miR-6835-3p"
"25873","hsa-miR-6780b-5p","MIMAT0027572","Homo sapiens","miR-6780b-5p"
"25874","hsa-miR-6780b-3p","MIMAT0027573","Homo sapiens","miR-6780b-3p"
"25875","hsa-miR-6836-5p","MIMAT0027574","Homo sapiens","miR-6836-5p"
"25876","hsa-miR-6836-3p","MIMAT0027575","Homo sapiens","miR-6836-3p"
"25877","hsa-miR-6837-5p","MIMAT0027576","Homo sapiens","miR-6837-5p"
"25878","hsa-miR-6837-3p","MIMAT0027577","Homo sapiens","miR-6837-3p"
"25879","hsa-miR-6838-5p","MIMAT0027578","Homo sapiens","miR-6838-5p"
"25880","hsa-miR-6838-3p","MIMAT0027579","Homo sapiens","miR-6838-3p"
"25881","hsa-miR-6839-5p","MIMAT0027580","Homo sapiens","miR-6839-5p"
"25882","hsa-miR-6839-3p","MIMAT0027581","Homo sapiens","miR-6839-3p"
"25883","hsa-miR-6840-5p","MIMAT0027582","Homo sapiens","miR-6840-5p"
"25884","hsa-miR-6840-3p","MIMAT0027583","Homo sapiens","miR-6840-3p"
"25885","hsa-miR-6841-5p","MIMAT0027584","Homo sapiens","miR-6841-5p"
"25886","hsa-miR-6841-3p","MIMAT0027585","Homo sapiens","miR-6841-3p"
"25887","hsa-miR-6842-5p","MIMAT0027586","Homo sapiens","miR-6842-5p"
"25888","hsa-miR-6842-3p","MIMAT0027587","Homo sapiens","miR-6842-3p"
"25889","hsa-miR-6843-3p","MIMAT0027588","Homo sapiens","miR-6843-3p"
"25890","hsa-miR-6844","MIMAT0027589","Homo sapiens","miR-6844"
"25891","hsa-miR-6845-5p","MIMAT0027590","Homo sapiens","miR-6845-5p"
"25892","hsa-miR-6845-3p","MIMAT0027591","Homo sapiens","miR-6845-3p"
"25893","hsa-miR-6846-5p","MIMAT0027592","Homo sapiens","miR-6846-5p"
"25894","hsa-miR-6846-3p","MIMAT0027593","Homo sapiens","miR-6846-3p"
"25895","hsa-miR-6847-5p","MIMAT0027594","Homo sapiens","miR-6847-5p"
"25896","hsa-miR-6847-3p","MIMAT0027595","Homo sapiens","miR-6847-3p"
"25897","hsa-miR-6848-5p","MIMAT0027596","Homo sapiens","miR-6848-5p"
"25898","hsa-miR-6848-3p","MIMAT0027597","Homo sapiens","miR-6848-3p"
"25899","hsa-miR-6849-5p","MIMAT0027598","Homo sapiens","miR-6849-5p"
"25900","hsa-miR-6849-3p","MIMAT0027599","Homo sapiens","miR-6849-3p"
"25901","hsa-miR-6850-5p","MIMAT0027600","Homo sapiens","miR-6850-5p"
"25902","hsa-miR-6850-3p","MIMAT0027601","Homo sapiens","miR-6850-3p"
"25903","hsa-miR-6851-5p","MIMAT0027602","Homo sapiens","miR-6851-5p"
"25904","hsa-miR-6851-3p","MIMAT0027603","Homo sapiens","miR-6851-3p"
"25905","hsa-miR-6852-5p","MIMAT0027604","Homo sapiens","miR-6852-5p"
"25906","hsa-miR-6852-3p","MIMAT0027605","Homo sapiens","miR-6852-3p"
"25907","hsa-miR-6853-5p","MIMAT0027606","Homo sapiens","miR-6853-5p"
"25908","hsa-miR-6853-3p","MIMAT0027607","Homo sapiens","miR-6853-3p"
"25909","hsa-miR-6854-5p","MIMAT0027608","Homo sapiens","miR-6854-5p"
"25910","hsa-miR-6854-3p","MIMAT0027609","Homo sapiens","miR-6854-3p"
"25911","hsa-miR-6855-5p","MIMAT0027610","Homo sapiens","miR-6855-5p"
"25912","hsa-miR-6855-3p","MIMAT0027611","Homo sapiens","miR-6855-3p"
"25913","hsa-miR-6856-5p","MIMAT0027612","Homo sapiens","miR-6856-5p"
"25914","hsa-miR-6856-3p","MIMAT0027613","Homo sapiens","miR-6856-3p"
"25915","hsa-miR-6857-5p","MIMAT0027614","Homo sapiens","miR-6857-5p"
"25916","hsa-miR-6857-3p","MIMAT0027615","Homo sapiens","miR-6857-3p"
"25917","hsa-miR-6858-5p","MIMAT0027616","Homo sapiens","miR-6858-5p"
"25918","hsa-miR-6858-3p","MIMAT0027617","Homo sapiens","miR-6858-3p"
"25919","hsa-miR-6859-5p","MIMAT0027618","Homo sapiens","miR-6859-5p"
"25920","hsa-miR-6859-3p","MIMAT0027619","Homo sapiens","miR-6859-3p"
"25921","hsa-miR-6769b-5p","MIMAT0027620","Homo sapiens","miR-6769b-5p"
"25922","hsa-miR-6769b-3p","MIMAT0027621","Homo sapiens","miR-6769b-3p"
"25923","hsa-miR-6860","MIMAT0027622","Homo sapiens","miR-6860"
"25924","hsa-miR-6861-5p","MIMAT0027623","Homo sapiens","miR-6861-5p"
"25925","hsa-miR-6861-3p","MIMAT0027624","Homo sapiens","miR-6861-3p"
"25926","hsa-miR-6862-5p","MIMAT0027625","Homo sapiens","miR-6862-5p"
"25927","hsa-miR-6862-3p","MIMAT0027626","Homo sapiens","miR-6862-3p"
"25928","hsa-miR-6863","MIMAT0027627","Homo sapiens","miR-6863"
"25929","hsa-miR-6864-5p","MIMAT0027628","Homo sapiens","miR-6864-5p"
"25930","hsa-miR-6864-3p","MIMAT0027629","Homo sapiens","miR-6864-3p"
"25931","hsa-miR-6865-5p","MIMAT0027630","Homo sapiens","miR-6865-5p"
"25932","hsa-miR-6865-3p","MIMAT0027631","Homo sapiens","miR-6865-3p"
"25933","hsa-miR-6866-5p","MIMAT0027632","Homo sapiens","miR-6866-5p"
"25934","hsa-miR-6866-3p","MIMAT0027633","Homo sapiens","miR-6866-3p"
"25935","hsa-miR-6867-5p","MIMAT0027634","Homo sapiens","miR-6867-5p"
"25936","hsa-miR-6867-3p","MIMAT0027635","Homo sapiens","miR-6867-3p"
"25937","hsa-miR-6868-5p","MIMAT0027636","Homo sapiens","miR-6868-5p"
"25938","hsa-miR-6868-3p","MIMAT0027637","Homo sapiens","miR-6868-3p"
"25939","hsa-miR-6869-5p","MIMAT0027638","Homo sapiens","miR-6869-5p"
"25940","hsa-miR-6869-3p","MIMAT0027639","Homo sapiens","miR-6869-3p"
"25941","hsa-miR-6870-5p","MIMAT0027640","Homo sapiens","miR-6870-5p"
"25942","hsa-miR-6870-3p","MIMAT0027641","Homo sapiens","miR-6870-3p"
"25943","hsa-miR-6871-5p","MIMAT0027642","Homo sapiens","miR-6871-5p"
"25944","hsa-miR-6871-3p","MIMAT0027643","Homo sapiens","miR-6871-3p"
"25945","hsa-miR-6872-5p","MIMAT0027644","Homo sapiens","miR-6872-5p"
"25946","hsa-miR-6872-3p","MIMAT0027645","Homo sapiens","miR-6872-3p"
"25947","hsa-miR-6873-5p","MIMAT0027646","Homo sapiens","miR-6873-5p"
"25948","hsa-miR-6873-3p","MIMAT0027647","Homo sapiens","miR-6873-3p"
"25949","hsa-miR-6874-5p","MIMAT0027648","Homo sapiens","miR-6874-5p"
"25950","hsa-miR-6874-3p","MIMAT0027649","Homo sapiens","miR-6874-3p"
"25951","hsa-miR-6875-5p","MIMAT0027650","Homo sapiens","miR-6875-5p"
"25952","hsa-miR-6875-3p","MIMAT0027651","Homo sapiens","miR-6875-3p"
"25953","hsa-miR-6876-5p","MIMAT0027652","Homo sapiens","miR-6876-5p"
"25954","hsa-miR-6876-3p","MIMAT0027653","Homo sapiens","miR-6876-3p"
"25955","hsa-miR-6877-5p","MIMAT0027654","Homo sapiens","miR-6877-5p"
"25956","hsa-miR-6877-3p","MIMAT0027655","Homo sapiens","miR-6877-3p"
"25957","hsa-miR-6878-5p","MIMAT0027656","Homo sapiens","miR-6878-5p"
"25958","hsa-miR-6878-3p","MIMAT0027657","Homo sapiens","miR-6878-3p"
"25959","hsa-miR-6879-5p","MIMAT0027658","Homo sapiens","miR-6879-5p"
"25960","hsa-miR-6879-3p","MIMAT0027659","Homo sapiens","miR-6879-3p"
"25961","hsa-miR-6880-5p","MIMAT0027660","Homo sapiens","miR-6880-5p"
"25962","hsa-miR-6880-3p","MIMAT0027661","Homo sapiens","miR-6880-3p"
"25963","hsa-miR-6881-5p","MIMAT0027662","Homo sapiens","miR-6881-5p"
"25964","hsa-miR-6881-3p","MIMAT0027663","Homo sapiens","miR-6881-3p"
"25965","hsa-miR-6882-5p","MIMAT0027664","Homo sapiens","miR-6882-5p"
"25966","hsa-miR-6882-3p","MIMAT0027665","Homo sapiens","miR-6882-3p"
"25967","hsa-miR-6883-5p","MIMAT0027666","Homo sapiens","miR-6883-5p"
"25968","hsa-miR-6883-3p","MIMAT0027667","Homo sapiens","miR-6883-3p"
"25969","hsa-miR-6884-5p","MIMAT0027668","Homo sapiens","miR-6884-5p"
"25970","hsa-miR-6884-3p","MIMAT0027669","Homo sapiens","miR-6884-3p"
"25971","hsa-miR-6885-5p","MIMAT0027670","Homo sapiens","miR-6885-5p"
"25972","hsa-miR-6885-3p","MIMAT0027671","Homo sapiens","miR-6885-3p"
"25973","hsa-miR-6886-5p","MIMAT0027672","Homo sapiens","miR-6886-5p"
"25974","hsa-miR-6886-3p","MIMAT0027673","Homo sapiens","miR-6886-3p"
"25975","hsa-miR-6887-5p","MIMAT0027674","Homo sapiens","miR-6887-5p"
"25976","hsa-miR-6887-3p","MIMAT0027675","Homo sapiens","miR-6887-3p"
"25977","hsa-miR-6888-5p","MIMAT0027676","Homo sapiens","miR-6888-5p"
"25978","hsa-miR-6888-3p","MIMAT0027677","Homo sapiens","miR-6888-3p"
"25979","hsa-miR-6889-5p","MIMAT0027678","Homo sapiens","miR-6889-5p"
"25980","hsa-miR-6889-3p","MIMAT0027679","Homo sapiens","miR-6889-3p"
"25981","hsa-miR-6890-5p","MIMAT0027680","Homo sapiens","miR-6890-5p"
"25982","hsa-miR-6890-3p","MIMAT0027681","Homo sapiens","miR-6890-3p"
"25983","hsa-miR-6891-5p","MIMAT0027682","Homo sapiens","miR-6891-5p"
"25984","hsa-miR-6891-3p","MIMAT0027683","Homo sapiens","miR-6891-3p"
"25985","hsa-miR-6892-5p","MIMAT0027684","Homo sapiens","miR-6892-5p"
"25986","hsa-miR-6892-3p","MIMAT0027685","Homo sapiens","miR-6892-3p"
"25987","hsa-miR-6893-5p","MIMAT0027686","Homo sapiens","miR-6893-5p"
"25988","hsa-miR-6893-3p","MIMAT0027687","Homo sapiens","miR-6893-3p"
"25989","hsa-miR-6894-5p","MIMAT0027688","Homo sapiens","miR-6894-5p"
"25990","hsa-miR-6894-3p","MIMAT0027689","Homo sapiens","miR-6894-3p"
"25991","hsa-miR-6895-5p","MIMAT0027690","Homo sapiens","miR-6895-5p"
"25992","hsa-miR-6895-3p","MIMAT0027691","Homo sapiens","miR-6895-3p"
"26410","hsa-miR-7106-5p","MIMAT0028109","Homo sapiens","miR-7106-5p"
"26411","hsa-miR-7106-3p","MIMAT0028110","Homo sapiens","miR-7106-3p"
"26412","hsa-miR-7107-5p","MIMAT0028111","Homo sapiens","miR-7107-5p"
"26413","hsa-miR-7107-3p","MIMAT0028112","Homo sapiens","miR-7107-3p"
"26414","hsa-miR-7108-5p","MIMAT0028113","Homo sapiens","miR-7108-5p"
"26415","hsa-miR-7108-3p","MIMAT0028114","Homo sapiens","miR-7108-3p"
"26416","hsa-miR-7109-5p","MIMAT0028115","Homo sapiens","miR-7109-5p"
"26417","hsa-miR-7109-3p","MIMAT0028116","Homo sapiens","miR-7109-3p"
"26418","hsa-miR-7110-5p","MIMAT0028117","Homo sapiens","miR-7110-5p"
"26419","hsa-miR-7110-3p","MIMAT0028118","Homo sapiens","miR-7110-3p"
"26420","hsa-miR-7111-5p","MIMAT0028119","Homo sapiens","miR-7111-5p"
"26421","hsa-miR-7111-3p","MIMAT0028120","Homo sapiens","miR-7111-3p"
"26422","hsa-miR-7112-5p","MIMAT0028121","Homo sapiens","miR-7112-5p"
"26423","hsa-miR-7112-3p","MIMAT0028122","Homo sapiens","miR-7112-3p"
"26424","hsa-miR-7113-5p","MIMAT0028123","Homo sapiens","miR-7113-5p"
"26425","hsa-miR-7113-3p","MIMAT0028124","Homo sapiens","miR-7113-3p"
"26426","hsa-miR-7114-5p","MIMAT0028125","Homo sapiens","miR-7114-5p"
"26427","hsa-miR-7114-3p","MIMAT0028126","Homo sapiens","miR-7114-3p"
"27100","hsa-miR-7150","MIMAT0028211","Homo sapiens","miR-7150"
"27101","hsa-miR-7151-5p","MIMAT0028212","Homo sapiens","miR-7151-5p"
"27102","hsa-miR-7151-3p","MIMAT0028213","Homo sapiens","miR-7151-3p"
"27103","hsa-miR-7152-5p","MIMAT0028214","Homo sapiens","miR-7152-5p"
"27104","hsa-miR-7152-3p","MIMAT0028215","Homo sapiens","miR-7152-3p"
"27105","hsa-miR-7153-5p","MIMAT0028216","Homo sapiens","miR-7153-5p"
"27106","hsa-miR-7153-3p","MIMAT0028217","Homo sapiens","miR-7153-3p"
"27107","hsa-miR-7154-5p","MIMAT0028218","Homo sapiens","miR-7154-5p"
"27108","hsa-miR-7154-3p","MIMAT0028219","Homo sapiens","miR-7154-3p"
"27109","hsa-miR-7155-5p","MIMAT0028220","Homo sapiens","miR-7155-5p"
"27110","hsa-miR-7155-3p","MIMAT0028221","Homo sapiens","miR-7155-3p"
"27111","hsa-miR-7156-5p","MIMAT0028222","Homo sapiens","miR-7156-5p"
"27112","hsa-miR-7156-3p","MIMAT0028223","Homo sapiens","miR-7156-3p"
"27113","hsa-miR-7157-5p","MIMAT0028224","Homo sapiens","miR-7157-5p"
"27114","hsa-miR-7157-3p","MIMAT0028225","Homo sapiens","miR-7157-3p"
"27115","hsa-miR-7158-5p","MIMAT0028226","Homo sapiens","miR-7158-5p"
"27116","hsa-miR-7158-3p","MIMAT0028227","Homo sapiens","miR-7158-3p"
"27117","hsa-miR-7161-5p","MIMAT0028232","Homo sapiens","miR-7161-5p"
"27118","hsa-miR-7161-3p","MIMAT0028233","Homo sapiens","miR-7161-3p"
"27119","hsa-miR-7159-5p","MIMAT0028228","Homo sapiens","miR-7159-5p"
"27120","hsa-miR-7159-3p","MIMAT0028229","Homo sapiens","miR-7159-3p"
"27121","hsa-miR-7160-5p","MIMAT0028230","Homo sapiens","miR-7160-5p"
"27122","hsa-miR-7160-3p","MIMAT0028231","Homo sapiens","miR-7160-3p"
"27123","hsa-miR-7162-5p","MIMAT0028234","Homo sapiens","miR-7162-5p"
"27124","hsa-miR-7162-3p","MIMAT0028235","Homo sapiens","miR-7162-3p"
"28239","hsa-miR-7515","MIMAT0029310","Homo sapiens","miR-7515"
"28732","hsa-miR-7641","MIMAT0029782","Homo sapiens","miR-7641"
"29069","hsa-miR-7702","MIMAT0030017","Homo sapiens","miR-7702"
"29070","hsa-miR-7703","MIMAT0030018","Homo sapiens","miR-7703"
"29071","hsa-miR-7704","MIMAT0030019","Homo sapiens","miR-7704"
"29072","hsa-miR-7705","MIMAT0030020","Homo sapiens","miR-7705"
"29073","hsa-miR-7706","MIMAT0030021","Homo sapiens","miR-7706"
"29489","hsa-miR-7843-5p","MIMAT0030411","Homo sapiens","miR-7843-5p"
"29490","hsa-miR-7843-3p","MIMAT0030412","Homo sapiens","miR-7843-3p"
"29491","hsa-miR-4433b-5p","MIMAT0030413","Homo sapiens","miR-4433b-5p"
"29492","hsa-miR-4433b-3p","MIMAT0030414","Homo sapiens","miR-4433b-3p"
"29493","hsa-miR-1273h-5p","MIMAT0030415","Homo sapiens","miR-1273h-5p"
"29494","hsa-miR-1273h-3p","MIMAT0030416","Homo sapiens","miR-1273h-3p"
"29495","hsa-miR-6516-5p","MIMAT0030417","Homo sapiens","miR-6516-5p"
"29496","hsa-miR-6516-3p","MIMAT0030418","Homo sapiens","miR-6516-3p"
"29497","hsa-miR-7844-5p","MIMAT0030419","Homo sapiens","miR-7844-5p"
"29498","hsa-miR-7845-5p","MIMAT0030420","Homo sapiens","miR-7845-5p"
"29499","hsa-miR-7846-3p","MIMAT0030421","Homo sapiens","miR-7846-3p"
"29500","hsa-miR-7847-3p","MIMAT0030422","Homo sapiens","miR-7847-3p"
"29501","hsa-miR-7848-3p","MIMAT0030423","Homo sapiens","miR-7848-3p"
"29502","hsa-miR-7849-3p","MIMAT0030424","Homo sapiens","miR-7849-3p"
"29503","hsa-miR-7850-5p","MIMAT0030425","Homo sapiens","miR-7850-5p"
"29504","hsa-miR-7851-3p","MIMAT0030426","Homo sapiens","miR-7851-3p"
"29505","hsa-miR-7852-3p","MIMAT0030427","Homo sapiens","miR-7852-3p"
"29506","hsa-miR-7853-5p","MIMAT0030428","Homo sapiens","miR-7853-5p"
"29507","hsa-miR-7854-3p","MIMAT0030429","Homo sapiens","miR-7854-3p"
"29508","hsa-miR-7855-5p","MIMAT0030430","Homo sapiens","miR-7855-5p"
"29509","hsa-miR-7856-5p","MIMAT0030431","Homo sapiens","miR-7856-5p"
"29925","hsa-miR-548ba","MIMAT0031175","Homo sapiens","miR-548ba"
"29926","hsa-miR-7973","MIMAT0031176","Homo sapiens","miR-7973"
"29927","hsa-miR-7974","MIMAT0031177","Homo sapiens","miR-7974"
"29928","hsa-miR-7975","MIMAT0031178","Homo sapiens","miR-7975"
"29929","hsa-miR-7976","MIMAT0031179","Homo sapiens","miR-7976"
"29930","hsa-miR-7977","MIMAT0031180","Homo sapiens","miR-7977"
"29931","hsa-miR-7978","MIMAT0031181","Homo sapiens","miR-7978"
"30124","hsa-miR-8052","MIMAT0030979","Homo sapiens","miR-8052"
"30125","hsa-miR-8053","MIMAT0030980","Homo sapiens","miR-8053"
"30126","hsa-miR-8054","MIMAT0030981","Homo sapiens","miR-8054"
"30127","hsa-miR-8055","MIMAT0030982","Homo sapiens","miR-8055"
"30128","hsa-miR-8056","MIMAT0030983","Homo sapiens","miR-8056"
"30129","hsa-miR-8057","MIMAT0030984","Homo sapiens","miR-8057"
"30130","hsa-miR-8058","MIMAT0030985","Homo sapiens","miR-8058"
"30131","hsa-miR-8059","MIMAT0030986","Homo sapiens","miR-8059"
"30132","hsa-miR-8060","MIMAT0030987","Homo sapiens","miR-8060"
"30133","hsa-miR-8061","MIMAT0030988","Homo sapiens","miR-8061"
"30134","hsa-miR-8062","MIMAT0030989","Homo sapiens","miR-8062"
"30135","hsa-miR-8063","MIMAT0030990","Homo sapiens","miR-8063"
"30136","hsa-miR-8064","MIMAT0030991","Homo sapiens","miR-8064"
"30137","hsa-miR-8065","MIMAT0030992","Homo sapiens","miR-8065"
"30138","hsa-miR-8066","MIMAT0030993","Homo sapiens","miR-8066"
"30139","hsa-miR-8067","MIMAT0030994","Homo sapiens","miR-8067"
"30140","hsa-miR-8068","MIMAT0030995","Homo sapiens","miR-8068"
"30141","hsa-miR-8069","MIMAT0030996","Homo sapiens","miR-8069"
"30142","hsa-miR-8070","MIMAT0030997","Homo sapiens","miR-8070"
"30143","hsa-miR-8071","MIMAT0030998","Homo sapiens","miR-8071"
"30144","hsa-miR-8072","MIMAT0030999","Homo sapiens","miR-8072"
"30145","hsa-miR-8073","MIMAT0031000","Homo sapiens","miR-8073"
"30146","hsa-miR-8074","MIMAT0031001","Homo sapiens","miR-8074"
"30147","hsa-miR-8075","MIMAT0031002","Homo sapiens","miR-8075"
"30148","hsa-miR-8076","MIMAT0031003","Homo sapiens","miR-8076"
"30149","hsa-miR-8077","MIMAT0031004","Homo sapiens","miR-8077"
"30150","hsa-miR-8078","MIMAT0031005","Homo sapiens","miR-8078"
"30151","hsa-miR-8079","MIMAT0031006","Homo sapiens","miR-8079"
"30152","hsa-miR-8080","MIMAT0031007","Homo sapiens","miR-8080"
"30153","hsa-miR-8081","MIMAT0031008","Homo sapiens","miR-8081"
"30154","hsa-miR-8082","MIMAT0031009","Homo sapiens","miR-8082"
"30155","hsa-miR-8083","MIMAT0031010","Homo sapiens","miR-8083"
"30156","hsa-miR-8084","MIMAT0031011","Homo sapiens","miR-8084"
"30157","hsa-miR-8085","MIMAT0031012","Homo sapiens","miR-8085"
"30158","hsa-miR-8086","MIMAT0031013","Homo sapiens","miR-8086"
"30159","hsa-miR-8087","MIMAT0031014","Homo sapiens","miR-8087"
"30160","hsa-miR-8088","MIMAT0031015","Homo sapiens","miR-8088"
"30161","hsa-miR-8089","MIMAT0031016","Homo sapiens","miR-8089"
"32216","hsa-miR-8485","MIMAT0033692","Homo sapiens","miR-8485"
"34065","hsa-miR-9500","MIMAT0035542","Homo sapiens","miR-9500"
"34226","hsa-miR-548bb-5p","MIMAT0035703","Homo sapiens","miR-548bb-5p"
"34227","hsa-miR-548bb-3p","MIMAT0035704","Homo sapiens","miR-548bb-3p"
